model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
ELASTICNETCV,15,42046,2804,2803,0.2494438257849294,5.08728844799633,4.388155547627542,5.636817695326436,0.3198877302506866,5.08728844799633,4.388155547627542,5.636817695326436,0.3198877302506866,1,1,0,0.1666666666666666,0.2083424136693318,0.0002683218354094,0.7604371230718293,0.0,1.15042926143909,0.8089279817601422,1.3118193948417105,0.0,0.0,0,0,0,0.0666666666666666,0,1,0.2494438257849294,0.0666666666666666,0,1,0.2494438257849294,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0111082057832391,0,0,0.0
LinearSVR,20,42041,2103,2102,0.2179449471770336,4.930908362074387,3.9486203615604185,6.374881065651761,0.5508255793748251,4.930908362074387,3.9486203615604185,6.374881065651761,0.5508255793748251,12,12,0,0.1666666666666666,0.3770873468651583,2.458417392618307e-13,5.630626298883787,0.3482256696857205,3.884916019625985,0.0067005896823353,41.64599478383172,1.4666783523399336,0.0,0,0,0,11.1,11,12,0.3,10.9,10,12,0.5385164807134504,11.8,11,12,0.3999999999999999,1.0,1,1,0.0,0.0,0,0,0.0,10.0,10,10,0.0,0.0087600492782299,2101,2,0.0
HUBERREGRESSOR,5,34560,6912,6912,0.0,5.0144675925925934,4.817708333333334,5.251736111111112,0.147711215487271,5.0144675925925934,4.817708333333334,5.251736111111112,0.147711215487271,4,4,0,0.1666666666666666,2.4486872212774915,0.0078226467541108,4.547594645357655,0.6693186326851996,13.57186927608306,0.4815840182588498,26.52380420342554,3.0523208887492443,0.0,0,0,0,3.2,3,4,0.3999999999999999,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0141339240424448,0,0,0.0
LinearSVR,10,34560,3456,3456,0.0,5.026041666666666,4.774305555555555,5.46875,0.2021532230869046,5.026041666666666,4.774305555555555,5.46875,0.2021532230869046,4,4,0,0.1666666666666666,3.178132383025821,0.0002628617499496,5.056440673900065,0.6622770481645944,19.80422314989801,0.0477457196114614,35.795950167494226,3.2178275237746474,0.0,0,0,0,3.1,3,4,0.3,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.014906057213776,0,0,0.0
LinearSVR,15,34560,2304,2304,0.0,4.988425925925926,4.340277777777778,5.772569444444445,0.4051339264626651,4.988425925925926,4.340277777777778,5.772569444444445,0.4051339264626651,4,4,0,0.1666666666666666,3.2919268356630105,1.2184404199068442e-05,5.514067819447992,0.6070674755333613,21.44092036877504,0.1995300652361034,38.648731721985904,3.378563745860981,0.0,0,0,0,3.1333333333333333,3,4,0.3399346342395189,3.1333333333333333,3,4,0.339934634239519,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0133493603183139,0,0,0.0
HUBERREGRESSOR,20,34560,1728,1728,0.0,5.046296296296296,3.6458333333333335,6.539351851851852,0.5368549140420887,5.046296296296296,3.6458333333333335,6.539351851851852,0.5368549140420887,4,4,0,0.1666666666666666,3.3478397727250866,2.651954533468411e-06,6.069981695834413,0.6401703884475931,22.79289308369741,0.4641684704131346,46.19523642116897,4.182924091322873,0.0,0,0,0,2.95,1,4,0.49749371855331,3.1,3,4,0.3,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0158539599356388,0,0,0.1985152433458726
LinearSVR,5,5760,1152,1152,0.0,5.260416666666667,4.340277777777778,5.989583333333334,0.556097825626631,5.260416666666667,4.340277777777778,5.989583333333334,0.556097825626631,5,5,0,1.0,2.704175636829888,0.0004790248645492,4.795378131641564,0.4032175056012755,14.102043157081786,0.3346975633018245,27.62166416389866,2.8263868160203858,0.0,0,0,0,2.8,0,5,1.939071942966532,4.0,4,4,0.0,4.8,4,5,0.3999999999999999,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0114789612381155,0,0,0.6730116670092565
HUBERREGRESSOR,5,17280,3456,3456,0.0,5.04050925925926,4.542824074074074,5.613425925925926,0.3778895304933912,5.04050925925926,4.542824074074074,5.613425925925926,0.3778895304933912,7,7,0,0.1666666666666666,1.296776743925612,7.38554016417191e-05,3.311106076178939,0.464429159328115,7.955800722970809,0.4243410785438435,17.222134767677215,1.608283270827617,0.0,0,0,0,4.8,2,7,1.939071942966532,6.2,6,7,0.3999999999999999,6.8,6,7,0.3999999999999999,4.0,4,4,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.0112203885071916,3456,3456,0.6730116670092565
QUANTILEREGRESSOR,10,17280,1728,1728,0.0,5.023148148148148,3.9930555555555554,5.671296296296297,0.5083377605555036,5.023148148148148,3.9930555555555554,5.671296296296297,0.5083377605555036,7,7,0,0.1666666666666666,1.8926409130342623,4.224097184245117e-07,4.677409543967475,0.7806124657165396,14.029039004524805,1.1624767328341412,34.71976757977832,3.70563763195436,0.0,0,0,0,5.7,3,6,0.9,6.0,6,6,0.0,7.0,7,7,0.0,4.0,4,4,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.01034082093482,1727,1727,0.3250829733914482
LASSO,15,17280,1152,1152,0.0,4.884259259259259,3.732638888888889,6.163194444444445,0.5530784862023317,4.884259259259259,3.732638888888889,6.163194444444445,0.5530784862023317,5,5,0,0.1666666666666666,2.938923300319357,8.524810642796586e-06,5.2253719653589865,0.6885366718157124,22.734720839389148,0.2116886730702116,41.03996208865029,3.6665453011445774,0.0,0,0,0,3.8,1,4,0.7483314773547886,4.0,4,4,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0086411944474445,0,0,0.2449300267946353
LASSO,20,17280,864,864,0.0,4.976851851851852,3.8194444444444446,6.365740740740741,0.6526792675866521,4.976851851851852,3.8194444444444446,6.365740740740741,0.6526792675866521,6,6,0,0.1666666666666666,2.632756394344683,6.047961636577658e-07,5.726238811748961,0.7716199119372189,20.105968904014496,0.7749071547050166,45.82370565437618,5.063417669162507,0.0,0,0,0,4.85,2,5,0.6538348415311012,5.1,5,6,0.3,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0122203805440057,0,0,0.1985152433458726
LASSO,5,14016,2804,2803,0.3999999999999999,5.215450839049052,4.816268283981449,5.456490727532097,0.2398855284036241,5.215450839049052,4.816268283981449,5.456490727532097,0.2398855284036241,1,1,0,0.5,0.3614359220892634,2.0244938314015023e-05,0.9031749194344016,0.0,0.8793325827758205,0.2596772687117896,1.1999838333368666,0.0,0.0,0,0,0,0.0,0,0,0.0,0.2,0,1,0.4,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0162866475428584,0,0,0.6730116670092565
LASSO,10,14011,1402,1401,0.3,5.067411600232562,4.211277658815132,5.8529621698786585,0.4193844184794612,5.067411600232562,4.211277658815132,5.8529621698786585,0.4193844184794612,1,1,0,0.5,0.2218151682302834,0.0002517564953201,0.8199663402792853,0.0,1.044845917822435,0.3286141759171803,1.3238591817889898,0.0,0.0,0,0,0,0.1,0,1,0.3,0.1,0,1,0.3,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0141985706480812,0,0,0.5004024235381879
LinearSVR,15,14011,935,934,0.2494438257849293,4.9175264421517095,3.5331905781584587,6.102783725910064,0.6671323208943933,4.9175264421517095,3.5331905781584587,6.102783725910064,0.6671323208943933,2,2,0,0.5,2.0888581258608148,4.512319873618741e-06,5.82643254938063,0.9985127480429358,14.493190753659128,0.918302192133194,57.433775518762985,6.719956851105265,0.0,0,0,0,0.9333333333333332,0,1,0.2494438257849294,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0114023092949493,0,0,0.2449300267946353
QUANTILEREGRESSOR,5,38016,7604,7603,0.3999999999999999,4.940025473761949,4.642904116796002,5.155859529133236,0.1827479084771569,4.940025473761949,4.642904116796002,5.155859529133236,0.1827479084771569,10,10,0,0.1666666666666666,0.3687854152403836,6.634538274106979e-13,4.8006739716062325,0.2494857172020446,3.24161925649602,0.2651077372876487,27.777547205078942,1.401266102109934,0.0,0,0,0,9.2,9,10,0.4,9.0,9,9,0.0,10.0,10,10,0.0,1.0,1,1,0.0,0.0,0,0,0.0,8.0,8,8,0.0,0.0138317247950056,7604,1267,0.0
LASSO,10,38011,3802,3801,0.3,5.056423591288928,4.183109707971586,5.472244146277296,0.3530145256700233,5.056423591288928,4.183109707971586,5.472244146277296,0.3530145256700233,1,1,0,0.1666666666666666,0.2265091658264169,0.0062787242081604,0.7227148559732605,0.0,1.1813100272210386,0.7975621836007174,1.440555011639912,0.0,0.0,0,0,0,0.1,0,1,0.3,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0147557069659138,0,0,0.0
LinearSVR,15,38011,2535,2534,0.2494438257849294,4.922249776478421,3.67008681925809,5.564325177584846,0.5685962807693665,4.922249776478421,3.67008681925809,5.564325177584846,0.5685962807693665,1,1,0,0.1666666666666666,0.2386535294885154,5.275735541660002e-05,1.1271478672943658,0.0,1.1162016102741783,0.3012871736821516,1.4469966196584174,0.0,0.0,0,0,0,0.1333333333333333,0,1,0.339934634239519,0.0666666666666666,0,1,0.2494438257849294,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0112637071913503,0,0,0.3926744672275521
LinearSVR,20,38001,1901,1900,0.2179449471770336,4.965651042387663,3.947368421052632,5.7368421052631575,0.4886464720319975,4.965651042387663,3.947368421052632,5.7368421052631575,0.4886464720319975,6,6,0,0.1666666666666666,2.890227031965733,1.758324564333355e-05,5.278244429721833,0.4875152444522508,18.669880524251745,0.1445095628777291,36.47863758079357,2.8169734063369467,0.0,0,0,0,4.85,1,6,0.9096702699330128,5.0,5,5,0.0,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0148904140602614,0,0,0.1985152433458726
LinearSVR,5,4031,807,806,0.4,4.986701350773782,3.593556381660471,6.327543424317618,0.9409768072336944,4.986701350773782,3.593556381660471,6.327543424317618,0.9409768072336944,9,9,0,1.0,1.2494741019063722,8.412511796383565e-06,4.022670196917833,0.5155555458840997,7.828983404261305,1.139518624575004,23.45877267207312,3.346593274335014,0.0,0,0,0,6.0,4,8,1.6733200530681511,8.2,8,9,0.3999999999999999,8.8,8,9,0.3999999999999999,4.0,4,4,0.0,2.0,2,2,0.0,4.0,4,4,0.0,0.0296867379276258,807,806,0.6730116670092565
LASSO,5,4031,807,806,0.4,4.911767690278303,3.4739454094292808,5.707196029776675,0.902557931170532,4.911767690278303,3.4739454094292808,5.707196029776675,0.902557931170532,4,4,0,1.0,1.828792155244137,5.940061173306924e-05,4.887730444709802,0.7203932696385876,10.1511865704602,0.0615520633942754,32.758403827458444,5.838956167634855,0.0,0,0,0,2.6,1,4,1.019803902718557,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0180453620951887,807,807,0.6730116670092565
LASSO,5,27646,5530,5529,0.3999999999999999,5.056789173769606,4.973774642792549,5.154639175257731,0.0737614900878851,5.056789173769606,4.973774642792549,5.154639175257731,0.0737614900878851,1,1,0,0.1666666666666666,0.335893316043507,0.0315956477586633,1.1143155716503397,0.0,0.9304820921724224,0.0308369261543619,1.2198893175544834,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0119121739594441,0,0,0.0
ELASTICNETCV,10,27641,2765,2764,0.3,4.967231755220178,4.486251808972503,5.714285714285714,0.3465940756895435,4.967231755220178,4.486251808972503,5.714285714285714,0.3465940756895435,1,1,0,0.1666666666666666,0.2488876016940939,1.3045365828549438e-05,1.575047171079569,0.0,1.1539043959709885,1.0417014704077916,1.20130411509395,0.0,0.0,0,0,0,0.1,0,1,0.3,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0121305662920078,0,0,0.3250829733914482
LinearSVR,15,27646,1844,1843,0.2494438257849294,5.031429626238147,4.3407487791644055,6.127982646420825,0.4985670437218883,5.031429626238147,4.3407487791644055,6.127982646420825,0.4985670437218883,1,1,0,0.1666666666666666,0.4162263525725727,1.6604123127122632e-05,2.1056756887502406,0.0,1.2540336744161402,0.6408248869712994,3.5647367585097083,0.0,0.0,0,0,0,0.1333333333333333,0,1,0.3399346342395189,0.1333333333333333,0,1,0.339934634239519,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0152967693403737,0,0,0.3926744672275521
HUBERREGRESSOR,20,27641,1383,1382,0.2179449471770337,4.992531284891064,4.052098408104197,6.4352856109906,0.6087249877657165,4.992531284891064,4.052098408104197,6.4352856109906,0.6087249877657165,4,4,0,0.1666666666666666,3.2821449088669787,1.329098516558761e-07,5.733291094378784,0.6367608446794755,18.89936470156575,1.0684056242474098,40.3664574596182,4.614517867667629,0.0,0,0,0,2.8,1,3,0.6,3.15,3,4,0.3570714214271425,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0136144384363256,0,0,0.3250829733914482
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.99701121225696,4.341534008683068,5.978784956605593,0.5620499854067439,4.99701121225696,4.341534008683068,5.978784956605593,0.5620499854067439,1,1,0,0.5,0.3743203019862595,0.0040299004216777,1.8239535882290827,0.0,1.7172147401519269,1.19555707709141,3.264459815397165,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0177931952751625,0,0,0.5004024235381879
LinearSVR,10,10361,1037,1036,0.3,5.105656352040152,4.343629343629344,6.081081081081082,0.5616465279334394,5.105656352040152,4.343629343629344,6.081081081081082,0.5616465279334394,5,5,0,0.5,2.492602090683952,2.5043265825459265e-07,5.382297005674023,0.6887810626070456,14.336632228094883,0.9494681941996088,35.08889458506184,4.697983991453099,0.0,0,0,0,3.8,2,4,0.6,4.3,4,5,0.458257569495584,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.0143384709881159,2,2,0.3250829733914482
LinearSVR,5,31101,6221,6220,0.3999999999999999,4.96448446838346,4.533033274393184,5.160771704180064,0.2299913656024705,4.96448446838346,4.533033274393184,5.160771704180064,0.2299913656024705,2,2,0,0.1666666666666666,1.4984985074135917,0.0011763572682721,4.395255309032082,1.2935075570751529,8.09370383813787,1.1924561144024746,22.28016848846256,6.0994952592249065,0.0,0,0,0,0.6,0,1,0.4898979485566356,1.0,1,1,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0133116085445604,0,0,0.6730116670092565
HUBERREGRESSOR,10,31101,3111,3110,0.3,5.073809250651924,4.469453376205788,5.755627009646302,0.3808796298216341,5.073809250651924,4.469453376205788,5.755627009646302,0.3808796298216341,3,3,0,0.1666666666666666,1.4372434973544617,6.24856487760054e-05,4.946913792618794,0.6908157383774025,8.749928994830842,0.8123757127150846,32.99166274393076,4.643944750840687,0.0,0,0,0,1.9,1,2,0.3,2.0,2,2,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0130802651565049,777,777,0.3250829733914482
HUBERREGRESSOR,15,31096,2074,2073,0.2494438257849294,4.987789774795037,4.196816208393632,5.836951278340569,0.4617215551408155,4.987789774795037,4.196816208393632,5.836951278340569,0.4617215551408155,6,6,0,0.1666666666666666,2.2208568302485983,1.5869506104175563e-05,5.396940604923857,0.6372239145676796,12.752537567918328,0.0902836826066999,36.19686254104663,4.953960098851369,0.0,0,0,0,4.8,3,6,0.7483314773547886,5.0,5,5,0.0,6.0,6,6,0.0,3.0,3,3,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0.0139016321438431,230,6,0.3926744672275521
HUBERREGRESSOR,20,31101,1556,1555,0.2179449471770337,4.871223518131246,3.472668810289389,6.173633440514469,0.5865199640350323,4.871223518131246,3.472668810289389,6.173633440514469,0.5865199640350323,1,1,0,0.1666666666666666,0.1650496051956643,1.3316184819036588e-07,1.4030205603835944,0.0,1.1148124848891032,0.51436081550345,1.229257244326402,0.0,0.0,0,0,0,0.05,0,1,0.2179449471770336,0.2,0,1,0.4,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0130320461893562,0,0,0.1985152433458726
XGBRegressor,5,7006,1402,1401,0.4,4.724493712968422,3.9971448965024985,5.567451820128479,0.5820896577939523,4.724493712968422,3.9971448965024985,5.567451820128479,0.5820896577939523,6,4,2,1.0,1.010943233696498,8.746151671235993e-05,3.7049673343558265,0.6947131590593616,4.864091065355511,0.907663355672634,19.92490452028084,4.147131339562587,1.1064377682403437,1,2,0,2.2,1,3,0.7483314773547882,4.6,4,5,0.4898979485566356,5.6,5,6,0.4898979485566356,2.0,2,2,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0215691998496296,1401,1401,0.5004024235381879
QUANTILEREGRESSOR,5,17280,3456,3456,0.0,4.982638888888888,4.658564814814815,5.46875,0.2913127997373431,4.982638888888888,4.658564814814815,5.46875,0.2913127997373431,6,6,0,0.1666666666666666,1.1754610508814969,0.0001935884936947,3.3352937002871426,0.5052797757016682,7.076660479497758,0.4276003840103999,16.945381100002674,1.5840197145621142,0.0,0,0,0,4.0,2,6,1.6733200530681511,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,3.0,3,3,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0.0107707429759853,3455,3455,0.6730116670092565
LinearSVR,10,17280,1728,1728,0.0,4.965277777777778,4.282407407407407,5.844907407407407,0.4540519732854868,4.965277777777778,4.282407407407407,5.844907407407407,0.4540519732854868,7,7,0,0.1666666666666666,1.4707605914088964,1.5901936929423614e-05,4.653740687091168,0.7165499335238765,10.58557541721509,1.1070819509845629,27.64471478154648,3.617639116411784,0.0,0,0,0,5.8,4,6,0.6,6.1,6,7,0.3,7.0,7,7,0.0,3.0,3,3,0.0,1.0,1,1,0.0,3.0,3,3,0.0,0.0109263055372975,1727,3,0.5004024235381879
HUBERREGRESSOR,15,17280,1152,1152,0.0,5.109953703703704,4.253472222222222,6.336805555555555,0.5886301442107134,5.109953703703704,4.253472222222222,6.336805555555555,0.5886301442107134,8,8,0,0.1666666666666666,3.3855456400713795,3.333737760395441e-06,5.178244287969225,0.4492536237134032,23.77664039450982,0.2179918215937002,37.4420034965864,2.986349276146029,0.0,0,0,0,6.6,1,7,1.496662954709577,7.133333333333334,7,8,0.339934634239519,8.0,8,8,0.0,7.0,7,7,0.0,5.0,5,5,0.0,0.0,0,0,0.0,0.0115474989569211,0,0,0.2449300267946353
LinearSVR,20,17280,864,864,0.0,4.994212962962964,3.7037037037037033,6.365740740740741,0.6840219025880421,4.994212962962964,3.7037037037037033,6.365740740740741,0.6840219025880421,8,8,0,0.1666666666666666,3.328017312758078,1.964750456928941e-07,5.578348876200777,0.5556317387745641,25.17405836324897,0.5670820975796942,40.38583986233535,3.178843820257148,0.0,0,0,0,6.7,1,7,1.3076696830622023,7.2,7,8,0.3999999999999999,8.0,8,8,0.0,7.0,7,7,0.0,5.0,5,5,0.0,0.0,0,0,0.0,0.0086772486372878,0,0,0.1985152433458726
QUANTILEREGRESSOR,5,14016,2804,2803,0.3999999999999999,5.044205744507489,4.495183731716019,5.494113449875133,0.4036085268298271,5.044205744507489,4.495183731716019,5.494113449875133,0.4036085268298271,11,11,0,0.5,1.20301245655212,2.239748637046316e-05,4.895921959459991,0.6499730113988456,7.725547978376396,0.3565760617373863,30.45959213840185,4.132381348987162,0.0,0,0,0,7.8,6,10,1.6,10.2,10,11,0.3999999999999999,11.0,11,11,0.0,4.0,4,4,0.0,2.0,2,2,0.0,6.0,6,6,0.0,0.0105289625686145,2804,934,0.6730116670092565
LASSO,10,14011,1402,1401,0.3,4.988896254051264,4.068522483940043,5.924339757316202,0.5920475085225553,4.988896254051264,4.068522483940043,5.924339757316202,0.5920475085225553,1,1,0,0.5,0.2030972639039188,0.0001798892069474,0.7924162624990236,0.0,1.0963657464967878,0.4447319299483565,1.273463485720493,0.0,0.0,0,0,0,0.1,0,1,0.3,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0097217178698532,0,0,0.3250829733914482
LinearSVR,15,14011,935,934,0.2494438257849294,5.08167199135835,4.068522483940043,6.209850107066381,0.666329062681342,5.08167199135835,4.068522483940043,6.209850107066381,0.666329062681342,9,9,0,0.5,1.3491463700838549,5.014663214552514e-07,5.5579076885530805,0.6890558617368567,9.981841634884976,1.135155589562734,44.80702511569445,3.906221270051592,0.0,0,0,0,7.666666666666667,5,8,0.7888106377466154,7.933333333333334,7,9,0.4422166387140532,8.733333333333333,8,9,0.4422166387140533,3.0,3,3,0.0,1.0,1,1,0.0,5.0,5,5,0.0,0.013363244599031,934,2,0.2449300267946353
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.948902196165885,4.628736740597879,5.209840810419681,0.2155304389465392,4.948902196165885,4.628736740597879,5.209840810419681,0.2155304389465392,11,11,0,0.1666666666666666,1.0649046105521396,3.543575414076864e-06,3.688297802786209,0.6062352188459638,7.544021766851893,1.19999822064522,21.82160255946943,1.2978517238170877,0.0,0,0,0,9.4,7,10,1.2,10.4,10,11,0.4898979485566356,11.0,11,11,0.0,4.0,4,4,0.0,2.0,2,2,0.0,6.0,6,6,0.0,0.0134842649676453,2074,691,0.5004024235381879
LASSO,10,10361,1037,1036,0.3,5.028454891039269,3.957528957528957,5.984555984555985,0.6033432879676491,5.028454891039269,3.957528957528957,5.984555984555985,0.6033432879676491,4,4,0,0.1666666666666666,0.0034481186591744,5.1752001573206366e-12,0.0733706620536743,0.010369760112661,1.4270920604845203,1.1932606657809637,1.5029041091705997,0.0061468687942578,0.0,0,0,0,3.0,3,3,0.0,3.0,2,4,0.7745966692414834,4.0,4,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,3.0,3,3,0.0,0.0107217092167195,1037,6,0.0
LinearSVR,5,7006,1402,1401,0.4,5.095636803139392,4.568165596002856,5.710206995003569,0.4811956627052129,5.095636803139392,4.568165596002856,5.710206995003569,0.4811956627052129,5,5,0,1.0,2.0310302551539303,1.3871360663024622e-05,5.031299743552092,0.6773704455943297,11.498872870045217,0.687963108241727,34.537735667986894,5.0174476879777465,0.0,0,0,0,2.8,1,4,1.469693845669907,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.015436843799147,1402,1402,0.6730116670092565
LASSO,5,5181,1037,1036,0.4000000000000001,4.844517337284936,4.343629343629344,5.598455598455598,0.5394637485542954,4.844517337284936,4.343629343629344,5.598455598455598,0.5394637485542954,7,7,0,1.0,1.5424364888639868,8.564736857598328e-05,3.8056037630495134,0.6754923694386553,8.825962726636952,0.9846239272926972,20.3410334483222,3.2709532250478364,0.0,0,0,0,4.8,2,7,1.939071942966532,6.2,6,7,0.3999999999999999,7.0,7,7,0.0,4.0,4,4,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.0146373317437005,1037,1036,0.6730116670092565
XGBRegressor,5,31101,6221,6220,0.3999999999999999,4.977319327596446,4.694533762057878,5.368911750522424,0.2352527115941587,4.977319327596446,4.694533762057878,5.368911750522424,0.2352527115941587,3,1,2,0.1666666666666666,1.3052244597629592,0.0373275230790726,2.2791973674057657,0.0,2.4286348385043297,1.175317102423476,3.7376813038342593,0.0,1.0976029601029602,1,2,0,0.6,0,1,0.4898979485566356,1.4,1,2,0.4898979485566356,2.4,2,3,0.4898979485566356,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0115242970904134,0,0,0.6730116670092565
XGBRegressor,10,31101,3111,3110,0.3,4.9451712159219285,4.14790996784566,5.691318327974276,0.4210693108559923,4.9451712159219285,4.14790996784566,5.691318327974276,0.4210693108559923,8,8,0,0.1666666666666666,1.5703770691853047,2.936544237062283e-06,4.6862660203354825,0.6794379611993484,9.083365028812905,0.0436682050428913,26.929686527148306,3.5440469703302666,0.0,0,0,0,7.1,5,8,0.8306623862918074,7.0,7,7,0.0,8.0,8,8,0.0,3.0,3,3,0.0,1.0,1,1,0.0,4.0,4,4,0.0,0.0111064655032176,3109,1036,0.3250829733914482
XGBRegressor,15,31096,2074,2073,0.2494438257849294,4.990985568070474,4.003859141341052,5.740472744814279,0.478686994301254,4.990985568070474,4.003859141341052,5.740472744814279,0.478686994301254,2,2,0,0.1666666666666666,0.1882641744665272,2.902230717773626e-06,1.23335301306205,0.3275971293585162,1.209633902920448,0.1127273314879246,1.5014832149473667,0.2879529562745401,0.0,0,0,0,1.2,1,2,0.4000000000000001,1.0,1,1,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0117308506504583,31,31,0.3926744672275521
XGBRegressor,20,31101,1556,1555,0.2179449471770336,5.09951107216955,4.308681672025724,6.173633440514469,0.489765728795334,5.09951107216955,4.308681672025724,6.173633440514469,0.489765728795334,6,6,0,0.1666666666666666,2.2219795020136006,1.831776725017848e-05,4.940000622297137,0.4037999785736049,12.151781460016746,0.1721049843774755,30.53445983606955,3.0682350077571026,0.0,0,0,0,5.05,3,6,0.5894913061275798,5.25,5,6,0.4330127018922193,6.0,6,6,0.0,3.0,3,3,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0.0111884016243161,18,18,0.1985152433458726
